timestamp,case_id,evidence_id,stage,level,message,duration_ms
2026-07-25T17:17:42.694Z,CASE_185915593C,EVID_00008,ocr,INFO,page 1: 26 lines via paddleocr-v5,34602.3
2026-07-25T17:17:42.718Z,CASE_185915593C,EVID_00008,hashing,INFO,post-processing hash VERIFIED,9.4
2026-07-25T17:17:42.753Z,CASE_185915593C,EVID_00008,pipeline,INFO,"completed: 1 page(s), avg confidence 0.93",34808.8
2026-07-25T17:18:32.459Z,CASE_185915593C,EVID_00009,upload,INFO,"acquired '03_qr_code_flyer.png' (33.5 KB), sha256=6f712c8b0e4fb6c5...",2.1
2026-07-25T17:18:32.496Z,CASE_185915593C,EVID_00009,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, resolution_enhancement, border_removal+whitespace_trim",31.4
2026-07-25T17:18:41.637Z,CASE_185915593C,EVID_00009,ocr,INFO,page 1: 6 lines via paddleocr-v5,9138.4
2026-07-25T17:18:41.658Z,CASE_185915593C,EVID_00009,hashing,INFO,post-processing hash VERIFIED,9.0
2026-07-25T17:18:41.699Z,CASE_185915593C,EVID_00009,pipeline,INFO,"completed: 1 page(s), avg confidence 0.98",9206.4
2026-07-25T17:18:54.477Z,CASE_185915593C,EVID_00010,upload,INFO,"acquired '04_esewa_payment_screenshot.jpg' (21.5 KB), sha256=3a19295ff003a894...",6.9
2026-07-25T17:18:54.683Z,CASE_185915593C,EVID_00010,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, clahe, sharpen",200.7
2026-07-25T17:19:04.732Z,CASE_185915593C,EVID_00010,ocr,INFO,page 1: 18 lines via paddleocr-v5,10048.6
2026-07-25T17:19:04.743Z,CASE_185915593C,EVID_00010,hashing,INFO,post-processing hash VERIFIED,7.6
2026-07-25T17:19:04.771Z,CASE_185915593C,EVID_00010,pipeline,INFO,"completed: 1 page(s), avg confidence 0.91",10276.0
2026-07-25T17:19:57.040Z,CASE_185915593C,EVID_00011,upload,INFO,"acquired '05_khalti_receipt.jpg' (23.2 KB), sha256=54a62cd3ad10a85b...",5.1
2026-07-25T17:19:57.103Z,CASE_185915593C,EVID_00011,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, resolution_enhancement, sharpen, border_removal+whitespace_trim",53.5
2026-07-25T17:20:06.270Z,CASE_185915593C,EVID_00011,ocr,INFO,page 1: 19 lines via paddleocr-v5,9165.3
2026-07-25T17:20:06.286Z,CASE_185915593C,EVID_00011,hashing,INFO,post-processing hash VERIFIED,9.7
2026-07-25T17:20:06.315Z,CASE_185915593C,EVID_00011,pipeline,INFO,"completed: 1 page(s), avg confidence 0.99",9254.5
2026-07-25T17:20:21.991Z,CASE_185915593C,EVID_00012,upload,INFO,"acquired '06_phishing_email_screenshot.jpg' (25.3 KB), sha256=b6ec522eddc05475...",12.0
2026-07-25T17:20:22.065Z,CASE_185915593C,EVID_00012,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, resolution_enhancement, deskew(0.49deg), clahe, sharpen, border_removal+whitespace_trim, adaptive_threshold",63.9
2026-07-25T17:20:36.044Z,CASE_185915593C,EVID_00012,ocr,INFO,page 1: 17 lines via paddleocr-v5,13978.3
2026-07-25T17:20:36.056Z,CASE_185915593C,EVID_00012,hashing,INFO,post-processing hash VERIFIED,6.1
2026-07-25T17:20:36.084Z,CASE_185915593C,EVID_00012,pipeline,INFO,"completed: 1 page(s), avg confidence 0.86",14081.2
2026-07-25T17:20:51.467Z,CASE_185915593C,EVID_00013,upload,INFO,"acquired '07_bank_transfer_slip.pdf' (106.4 KB), sha256=6f1cc10ae55d554c...",5.4
2026-07-25T17:20:52.955Z,CASE_185915593C,EVID_00013,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, perspective_correction, deskew(-0.69deg), clahe, sharpen",98.4
2026-07-25T17:26:17.062Z,CASE_185915593C,EVID_00013,ocr,INFO,page 1: 32 lines via paddleocr-v5,324095.5
2026-07-25T17:26:17.140Z,CASE_185915593C,EVID_00013,hashing,INFO,post-processing hash VERIFIED,11.8
2026-07-25T17:26:17.220Z,CASE_185915593C,EVID_00013,pipeline,INFO,"completed: 1 page(s), avg confidence 0.99",325692.3
2026-07-25T17:26:20.455Z,CASE_185915593C,EVID_00014,upload,INFO,"acquired '08_complaint_letter.pdf' (3.7 KB), sha256=fe644062bf75e62c...",4.2
2026-07-25T17:26:20.522Z,CASE_185915593C,EVID_00014,ocr,INFO,page 1: 34 lines from PDF text layer (no OCR needed),0.0
2026-07-25T17:26:20.522Z,CASE_185915593C,EVID_00014,ocr,INFO,page 2: 4 lines from PDF text layer (no OCR needed),0.0
2026-07-25T17:26:20.523Z,CASE_185915593C,EVID_00014,hashing,INFO,post-processing hash VERIFIED,0.2
2026-07-25T17:26:20.535Z,CASE_185915593C,EVID_00014,pipeline,INFO,"completed: 2 page(s), avg confidence 1.00",73.0
2026-08-03T13:59:40.495Z,CASE_1A1BF573F3,EVID_00015,upload,INFO,"acquired '01_sms_screenshot.jpg' (19.4 KB), sha256=905b21d603ca0a6f...",45.4
2026-08-03T13:59:40.691Z,CASE_1A1BF573F3,EVID_00015,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, resolution_enhancement, sharpen, border_removal+whitespace_trim, adaptive_threshold",131.2
2026-08-03T14:00:02.163Z,CASE_1A1BF573F3,EVID_00015,ocr,INFO,page 1: 14 lines via paddleocr-v5,21470.8
2026-08-03T14:00:02.179Z,CASE_1A1BF573F3,EVID_00015,hashing,INFO,post-processing hash VERIFIED,2.1
2026-08-03T14:00:02.244Z,CASE_1A1BF573F3,EVID_00015,pipeline,INFO,"completed: 1 page(s), avg confidence 0.75",21807.2
2026-08-03T14:00:03.499Z,CASE_1A1BF573F3,EVID_00016,upload,INFO,"acquired '02_messenger_chat.jpg' (63.3 KB), sha256=bb246839287ca1bc...",45.8
2026-08-03T14:00:03.873Z,CASE_1A1BF573F3,EVID_00016,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, sharpen, border_removal+whitespace_trim",322.3
2026-08-03T14:00:13.735Z,CASE_1A1BF573F3,EVID_00016,ocr,INFO,page 1: 25 lines via paddleocr-v5,9861.5
2026-08-03T14:00:13.748Z,CASE_1A1BF573F3,EVID_00016,hashing,INFO,post-processing hash VERIFIED,2.5
2026-08-03T14:00:13.840Z,CASE_1A1BF573F3,EVID_00016,pipeline,INFO,"completed: 1 page(s), avg confidence 0.94",10387.8
2026-08-03T14:00:14.888Z,CASE_1A1BF573F3,EVID_00017,upload,INFO,"acquired '03_qr_code_flyer.png' (33.5 KB), sha256=6f712c8b0e4fb6c5...",45.2
2026-08-03T14:00:14.988Z,CASE_1A1BF573F3,EVID_00017,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, resolution_enhancement, border_removal+whitespace_trim",64.5
2026-08-03T14:00:17.573Z,CASE_1A1BF573F3,EVID_00017,ocr,INFO,page 1: 6 lines via paddleocr-v5,2583.4
2026-08-03T14:00:17.583Z,CASE_1A1BF573F3,EVID_00017,hashing,INFO,post-processing hash VERIFIED,2.0
2026-08-03T14:00:17.661Z,CASE_1A1BF573F3,EVID_00017,pipeline,INFO,"completed: 1 page(s), avg confidence 0.98",2846.2
2026-08-03T14:00:18.301Z,CASE_1A1BF573F3,EVID_00018,upload,INFO,"acquired '04_esewa_payment_screenshot.jpg' (21.5 KB), sha256=3a19295ff003a894...",37.9
2026-08-03T14:00:18.699Z,CASE_1A1BF573F3,EVID_00018,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, clahe, sharpen",365.0
2026-08-03T14:00:21.688Z,CASE_1A1BF573F3,EVID_00018,ocr,INFO,page 1: 18 lines via paddleocr-v5,2987.4
2026-08-03T14:00:21.702Z,CASE_1A1BF573F3,EVID_00018,hashing,INFO,post-processing hash VERIFIED,2.4
2026-08-03T14:00:21.791Z,CASE_1A1BF573F3,EVID_00018,pipeline,INFO,"completed: 1 page(s), avg confidence 0.91",3523.5
2026-08-03T14:00:22.472Z,CASE_1A1BF573F3,EVID_00019,upload,INFO,"acquired '05_khalti_receipt.jpg' (23.2 KB), sha256=54a62cd3ad10a85b...",39.1
2026-08-03T14:00:22.551Z,CASE_1A1BF573F3,EVID_00019,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, resolution_enhancement, sharpen, border_removal+whitespace_trim",46.8
2026-08-03T14:00:25.647Z,CASE_1A1BF573F3,EVID_00019,ocr,INFO,page 1: 19 lines via paddleocr-v5,3094.2
2026-08-03T14:00:25.657Z,CASE_1A1BF573F3,EVID_00019,hashing,INFO,post-processing hash VERIFIED,1.5
2026-08-03T14:00:25.755Z,CASE_1A1BF573F3,EVID_00019,pipeline,INFO,"completed: 1 page(s), avg confidence 0.99",3320.1
2026-08-03T14:00:26.422Z,CASE_1A1BF573F3,EVID_00020,upload,INFO,"acquired '06_phishing_email_screenshot.jpg' (25.3 KB), sha256=b6ec522eddc05475...",40.1
2026-08-03T14:00:26.534Z,CASE_1A1BF573F3,EVID_00020,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, resolution_enhancement, deskew(0.49deg), clahe, sharpen, border_removal+whitespace_trim, adaptive_threshold",83.4
2026-08-03T14:00:30.504Z,CASE_1A1BF573F3,EVID_00020,ocr,INFO,page 1: 17 lines via paddleocr-v5,3968.5
2026-08-03T14:00:30.515Z,CASE_1A1BF573F3,EVID_00020,hashing,INFO,post-processing hash VERIFIED,1.8
2026-08-03T14:00:30.609Z,CASE_1A1BF573F3,EVID_00020,pipeline,INFO,"completed: 1 page(s), avg confidence 0.87",4223.7
2026-08-03T14:00:31.275Z,CASE_1A1BF573F3,EVID_00021,upload,INFO,"acquired '07_bank_transfer_slip.pdf' (106.4 KB), sha256=6f1cc10ae55d554c...",42.3
2026-08-03T14:00:32.004Z,CASE_1A1BF573F3,EVID_00021,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, perspective_correction, deskew(-0.69deg), clahe, sharpen",291.9
2026-08-03T14:00:53.224Z,CASE_1A1BF573F3,EVID_00021,ocr,INFO,page 1: 28 lines via paddleocr-v5,21218.2
2026-08-03T14:00:53.237Z,CASE_1A1BF573F3,EVID_00021,hashing,INFO,post-processing hash VERIFIED,2.0
2026-08-03T14:00:53.339Z,CASE_1A1BF573F3,EVID_00021,pipeline,INFO,"completed: 1 page(s), avg confidence 0.99",22116.5
2026-08-03T14:00:53.816Z,CASE_1A1BF573F3,EVID_00022,upload,INFO,"acquired '08_complaint_letter.pdf' (3.7 KB), sha256=fe644062bf75e62c...",35.1
2026-08-03T14:00:53.871Z,CASE_1A1BF573F3,EVID_00022,ocr,INFO,page 1: 34 lines from PDF text layer (no OCR needed),0.0
2026-08-03T14:00:53.872Z,CASE_1A1BF573F3,EVID_00022,ocr,INFO,page 2: 4 lines from PDF text layer (no OCR needed),0.0
2026-08-03T14:00:53.904Z,CASE_1A1BF573F3,EVID_00022,hashing,INFO,post-processing hash VERIFIED,1.8
2026-08-03T14:00:54.034Z,CASE_1A1BF573F3,EVID_00022,pipeline,INFO,"completed: 2 page(s), avg confidence 1.00",257.1
2026-08-03T14:00:54.576Z,CASE_1A1BF573F3,EVID_00023,upload,INFO,"acquired 'bank_transactions.csv' (184 B), sha256=fbc5fcf7403a5aa8...",24.8
2026-08-03T14:00:54.605Z,CASE_1A1BF573F3,EVID_00023,ocr,INFO,plain-text evidence: 4 lines read directly,0.0
2026-08-03T14:00:54.633Z,CASE_1A1BF573F3,EVID_00023,hashing,INFO,post-processing hash VERIFIED,1.6
2026-08-03T14:00:54.745Z,CASE_1A1BF573F3,EVID_00023,pipeline,INFO,"completed: 1 page(s), avg confidence 1.00",200.4
2026-08-03T14:00:55.236Z,CASE_1A1BF573F3,EVID_00024,upload,INFO,"acquired 'phishing_email_screenshot.png' (11.5 KB), sha256=8ef0f27a84960b65...",39.7
2026-08-03T14:00:55.301Z,CASE_1A1BF573F3,EVID_00024,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, resolution_enhancement, border_removal+whitespace_trim",28.2
2026-08-03T14:00:56.895Z,CASE_1A1BF573F3,EVID_00024,ocr,INFO,page 1: 6 lines via paddleocr-v5,1591.8
2026-08-03T14:00:56.906Z,CASE_1A1BF573F3,EVID_00024,hashing,INFO,post-processing hash VERIFIED,1.8
2026-08-03T14:00:57.009Z,CASE_1A1BF573F3,EVID_00024,pipeline,INFO,"completed: 1 page(s), avg confidence 0.99",1821.3
2026-08-03T14:00:57.618Z,CASE_1A1BF573F3,EVID_00025,upload,INFO,"acquired 'romanchat.jpg' (32.5 KB), sha256=0340d5863313f4cc...",47.0
2026-08-03T14:00:57.698Z,CASE_1A1BF573F3,EVID_00025,preprocessing,INFO,"page 1: convert_rgb, exif_orientation, resolution_enhancement, border_removal+whitespace_trim",65.9
2026-08-03T14:01:00.198Z,CASE_1A1BF573F3,EVID_00025,ocr,INFO,page 1: 13 lines via paddleocr-v5,2498.4
2026-08-03T14:01:00.208Z,CASE_1A1BF573F3,EVID_00025,hashing,INFO,post-processing hash VERIFIED,1.8
2026-08-03T14:01:00.322Z,CASE_1A1BF573F3,EVID_00025,pipeline,INFO,"completed: 1 page(s), avg confidence 0.97",2747.6
